Company (Maker-if known),Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",93,2006,72%,Belgium,4.0,Criollo,Venezuela
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",129,2007,72%,Belgium,3.75,Forastero (Nacional),Ecuador
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",141,2007,72%,Belgium,4.0,Trinitario,Madagascar
Pierre Marcolini,Cabosse,111,2007,70%,Belgium,4.0,Blend,"Venezuela, Java"
Pierre Marcolini,Fleur de Cacao,166,2007,85%,Belgium,3.5,Blend,Venezuela/ Ghana
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,2009,72%,Belgium,3.0,Forastero,Brazil
Pierre Marcolini,"Porcelana, Tabasco,  Finca La Joya",445,2009,72%,Belgium,3.0,Criollo,Mexico
Pierre Marcolini,"Baracoa, Cuba",516,2010,78%,Belgium,3.75,"Criollo, Forastero",Cuba
Pierre Marcolini,"Peru, Las Pampas P.",531,2010,85%,Belgium,3.0,Criollo,Peru
Pierre Marcolini,Trinite,478,2010,75%,Belgium,3.25,Trinitario,Trinidad
Pierre Marcolini,Chuao,478,2010,75%,Belgium,3.0,Criollo,Venezuela
Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,70%,Belgium,3.25,Forastero,Cameroon
Pinellas,Wampusirpi Region,1772,2016,80%,U.S.A.,2.5,"Amazon, ICS",Honduras
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,73%,U.S.A.,3.5,Criollo (Wild),Ecuador
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,73%,U.S.A.,3.25,"Blend-Forastero,Criollo",Ecuador
Pitch Dark,Namau Village,1315,2014,73%,U.S.A.,2.5,Trinitario,Fiji
Pitch Dark,Akesson Estate,1311,2014,73%,U.S.A.,3.25,Trinitario,Madagascar
Pitch Dark,Rugoso,1510,2015,80%,U.S.A.,3.25,Nacional (Arriba),Nicaragua
Pitch Dark,Johe,1506,2015,80%,U.S.A.,2.75,Criollo (Amarru),Nicaragua
Pitch Dark,Chuno,1510,2015,80%,U.S.A.,2.75,"Criollo, Trinitario",Nicaragua
Pitch Dark,Nicalizo,1510,2015,80%,U.S.A.,2.75,Trinitario,Nicaragua
Pitch Dark,Tenor,1506,2015,62%,U.S.A.,2.5,blend,Nicaragua
Pomm (aka Dead Dog),"La Red, 2011",829,2012,76%,U.S.A.,2.5,Nacional (Arriba),Dominican Republic
Pomm (aka Dead Dog),Peru,829,2012,82%,U.S.A.,2.75,Criollo,Peru
Potomac,"Upala, Batch 12",607,2010,82%,U.S.A.,3.75,Matina,Costa Rica
Potomac,Bahia,789,2011,70%,U.S.A.,3.5,Blend,Brazil
Potomac,Upala w/ nibs,647,2011,70%,U.S.A.,3.5,Matina,Costa Rica
Potomac,"Upala, Batch 18",654,2011,70%,U.S.A.,3.0,Matina,Costa Rica
Potomac,"San Martin, Amazonian Highlands",789,2011,70%,U.S.A.,2.75,Criollo (Amarru),Peru
Potomac,"Cuyagua, 2013",1387,2014,70%,U.S.A.,3.75,"Criollo, +",Venezuela
Potomac,"Oko Caribe, Duarte Province, 2016 H.",1820,2016,70%,U.S.A.,3.75,Blend,Dominican Republic
Potomac,Tumaco,2076,2018,70%,U.S.A.,4.0,Matina,Colombia
Pralus,"Monte Alegre (Itacare), Brazil",105,2006,75%,France,3.0,Forastero,Brazil
Pralus,Colombie,40,2006,75%,France,3.5,Trinitario,Colombia
Pralus,Cuba,99,2006,75%,France,3.0,Trinitario,Cuba
Pralus,Fortissima,93,2006,80%,France,4.0,"Criollo, Trinitario",Ecuador
Pralus,Equateur,40,2006,75%,France,3.0,Trinitario,Ecuador
Pralus,Ghana,40,2006,75%,France,3.25,Forastero,Ghana
Pralus,"Java, Indonesie",32,2006,75%,France,3.5,Criollo,Indonesia
Pralus,"Djakarta, Java and Ghana",99,2006,75%,France,3.5,"Criollo, Forastero","Indonesia, Ghana"
Pralus,Jamaique,32,2006,75%,France,4.0,Trinitario,Jamaica
Pralus,"Madagascar, Nosy Be Isle.",5,2006,75%,France,3.75,Criollo,Madagascar
Pralus,Sao Tome & Principe,5,2006,75%,France,3.5,Forastero,Sao Tome & Principe
Pralus,Tanzania,105,2006,75%,France,3.5,Criollo,Tanzania
Pralus,Trinidad,5,2006,75%,France,3.5,Trinitario,Trinidad
Pralus,Vanuatu,40,2006,75%,France,3.0,Trinitario,Vanuatu
Pralus,"Barlovento, Venezuela",32,2006,75%,France,3.5,Trinitario,Venezuela
Pralus,"Caracas, Venezuela and Ghana",99,2006,75%,France,3.0,"Trinitario, Forastero","Venezuela, Ghana"
Pralus,Claudio Corallo w/ nibs,162,2007,75%,France,4.0,Forastero,Sao Tome
Pralus,"Monte Alegre, Diego Badero",280,2008,75%,France,3.5,Amazon mix,Brazil
Pralus,Dominican Republic-Organic,280,2008,75%,France,2.0,"Criollo, +",Dominican Republic
Pralus,"Sambirano Valley, Le 100%",202,2008,100%,France,3.0,Criollo,Madagascar
Pralus,Papouasie,199,2008,75%,France,3.0,Trinitario,Papua New Guinea
Pralus,Cuyagua,451,2009,75%,France,2.0,Amazon,Venezuela
Pralus,Chuao,486,2010,75%,France,3.5,Trinitario,Venezuela
Pralus,"Porcelana, S. of Lake Maracaibo",717,2011,75%,France,3.25,Criollo (Porcelana),Venezuela
Pralus,Peru,1446,2015,75%,France,3.25,"Criollo, Forastero",Peru
Pump Street Bakery,Guantupi River,1223,2014,75%,U.K.,3.0,Forastero (Nacional),Ecuador
Pump Street Bakery,Guantupi River,1227,2014,85%,U.K.,2.75,Forastero (Nacional),Ecuador
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",1223,2014,72%,U.K.,3.25,Trinitario,Madagascar
Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",1223,2014,75%,U.K.,2.75,Trinitario,Venezuela
Pump Street Bakery,"Crayfish Bay Estate, 2014",1502,2015,70%,U.K.,3.5,Trinitario,Grenada
Pump Street Bakery,Honduras,1688,2015,80%,U.K.,2.75,"Criollo, Trinitario",Honduras
Pump Street Bakery,"Akesson's, batch 4411",1530,2015,74%,U.K.,3.5,Criollo,Madagascar
Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",1872,2016,77%,U.K.,3.5,Trinitario (85% Criollo),Ecuador
Pump Street Bakery,"Bachelor's Hall, batch 6911",1956,2017,75%,U.K.,3.75,"Forastero, Trinitario",Jamaica
Pura Delizia,Venezuela,931,2012,73%,Italy,2.75,Criollo (Ocumare 61),Venezuela
Pura Delizia,Dominican,1988,2017,65%,Italy,3.75,"Forastero, Trinitario",Dominican Republic
Pura Delizia,Ecuador,1988,2017,73%,Italy,3.25,Criollo (Ocumare),Ecuador
Pura Delizia,Papua New Guinea,1988,2017,75%,Italy,3.25,Trinitario (Scavina),Papua New Guinea
Pura Delizia,Philippines,1988,2017,66%,Italy,3.5,"Forastero, Trinitario",Philippines
Pura Delizia,Vietnam,1984,2017,75%,Italy,3.5,Forastero,Vietnam
Q Chocolate,Brazil,935,2012,65%,Brazil,3.25,Forastero,Brazil
Q Chocolate,Brazil,935,2012,60%,Brazil,3.0,"Amazon, ICS",Brazil
Q Chocolate,Brazil,1057,2013,85%,Brazil,3.5,Forastero,Brazil
Q Chocolate,Brazil,1057,2013,75%,Brazil,3.25,Beniano,Brazil
Q Chocolate,Brazil,1069,2013,80%,Brazil,3.25,"Criollo, Trinitario",Brazil
Q Chocolate,Brazil,1069,2013,55%,Brazil,2.75,"Trinitario, Criollo",Brazil
Quetzalli (Wolter),"Uranga, Lot 22032016",1800,2016,74%,Mexico,3.0,Trinitario,Mexico
Quetzalli (Wolter),"Mexico, Lot 28022016",1796,2016,70%,Mexico,2.75,Criollo,Mexico
Raaka,La Red,785,2011,85%,U.S.A.,3.5,"Forastero(Arriba, CCN)",Dominican Republic
Raaka,Madagascar,959,2012,75%,U.S.A.,3.25,Trinitario,Madagascar
Raaka,Virunga,1708,2015,75%,U.S.A.,2.75,Forastero,Congo
Raaka,Amazon Basin Blend,1788,2016,70%,U.S.A.,3.0,"Trinitario, Forastero","Peru(SMartin,Pangoa,nacional)"
Raaka,"Pisa, roasted",2032,2017,70%,U.S.A.,3.5,"Trinitario, TCGA",Haiti
Raaka,"Pisa, unroasted",2032,2017,70%,U.S.A.,3.25,"Criollo, Forastero",Haiti
Rain Republic,Suchitepequez E.,470,2010,70%,Guatemala,2.75,Trinitario,Guatemala
Rancho San Jacinto,Ecuador,565,2010,75%,Ecuador,3.0,"Forastero(Arriba, CCN)",Ecuador
Ranger,"Tumbes, Batch 2",1562,2015,73%,U.S.A.,3.5,Criollo,Peru
Ranger,"Chulucanas, Batch 1",1562,2015,80%,U.S.A.,3.25,"Criollo, +",Peru
Ranger,"San Martin, Batch 2",1558,2015,70%,U.S.A.,2.5,"Trinitario, TCGA",Peru
Raoul Boulanger,Piura,1872,2016,75%,France,3.25,Criollo,Peru
Raw Cocoa,Raw,867,2012,70%,Poland,2.5,Criollo,Gabon
Republica del Cacao (aka Confecta),Los Rios,170,2007,75%,Ecuador,3.75,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),El Oro,147,2007,67%,Ecuador,3.5,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),Manabi,147,2007,75%,Ecuador,3.0,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),"Los Rios, Vinces",439,2009,75%,Ecuador,2.5,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),Esmeraldas,494,2010,75%,Ecuador,3.25,Forastero,Ecuador
Ritual,Costa Rica,745,2011,75%,U.S.A.,3.5,"Blend-Forastero,Criollo",Costa Rica
Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,75%,U.S.A.,3.25,Nacional (Arriba),Ecuador
Ritual,Sambirano,891,2012,75%,U.S.A.,4.0,Trinitario,Madagascar
Ritual,Gran Couva,979,2012,75%,U.S.A.,3.5,Trinitario,Trinidad
Ritual,"Toledo District, Maya",1089,2013,75%,U.S.A.,3.75,Trinitario,Belize
Ritual,"Maranon, Cajamarca",1181,2013,75%,U.S.A.,3.0,Forastero (Nacional),Peru
Ritual,"Camino Verde P., Balao, Guayas, 2014",1466,2015,85%,U.S.A.,3.5,Forastero (Nacional),Ecuador
Ritual,"Mid Mountain, 2014",1466,2015,70%,U.S.A.,3.5,Blend,"Venez,Africa,Brasil,Peru,Mex"
Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,75%,U.S.A.,3.75,Forastero (Amelonado),Ecuador
Ritual,Xoconusco,2008,2017,75%,U.S.A.,3.75,"Blend-Forastero,Criollo",Mexico
River-Sea,"Kokoa Kamili, Morogoro",2080,2018,72%,U.S.A.,3.0,Trinitario,Tanzania
Roasting Masters,"La Dorado, light roast",1844,2016,70%,South Korea,3.25,Trinitario (85% Criollo),Costa Rica
Roasting Masters,"Tapanti, light roast",1844,2016,70%,South Korea,3.25,Criollo (Wild),Costa Rica
Roasting Masters,Maleku,1844,2016,70%,South Korea,3.25,"Trinitario, Forastero",Costa Rica
Robert (aka Chocolaterie Robert),Madagascar,1061,2013,75%,Madagascar,3.25,Trinitario,Madagascar
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,2013,68%,Madagascar,3.25,Trinitario,Madagascar
Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923,2012,66%,U.K.,3.5,Trinitario,Grenada
Rogue,"Hispaniola, 2008",213,2008,70%,U.S.A.,2.75,Forastero,Dominican Republic
Rogue,Jamaica,213,2008,70%,U.S.A.,2.75,Trinitario,Jamaica
Rogue,"Sambirano, 2008",213,2008,70%,U.S.A.,2.75,Trinitario,Madagascar
Rogue,Trinidad,213,2008,70%,U.S.A.,3.0,Trinitario,Trinidad
Rogue,Rio Caribe,327,2009,70%,U.S.A.,3.5,Trinitario,Venezuela
Rogue,Piura,565,2010,75%,U.S.A.,3.75,"Blend-Forastero,Criollo",Peru
Rogue,"Silvestre, Batch 1, 2011",793,2011,75%,U.S.A.,3.0,Criollo,Bolivia
Rogue,"Camino Verde P., Balao, Guayas",979,2012,75%,U.S.A.,3.75,Nacional (Arriba),Ecuador
Rogue,"Silvestre, Batch 7, 2013",1081,2013,75%,U.S.A.,4.0,Trinitario (Amelonado),Bolivia
Rogue,"Hispaniola, 2013",1081,2013,70%,U.S.A.,3.5,"Forastero, Trinitario",Dominican Republic
Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,2013,75%,U.S.A.,3.75,Trinitario,Jamaica
Rogue,"Akessons Estate, Sambirano, 2013",1038,2013,70%,U.S.A.,3.5,Trinitario,Madagascar
Rogue,Porcelana,1209,2014,80%,U.S.A.,3.75,Criollo,Venezuela
Rogue,"Tranquilidad, Batch 1",1566,2015,75%,U.S.A.,3.25,EET,Bolivia
Rogue,"Caranero, Choc. Garage Exclusive",1446,2015,70%,U.S.A.,3.75,Beniano,Venezuela
Rogue,"La Masica, Batch 1, FHIA Research Center",1748,2016,75%,U.S.A.,3.75,EET,Honduras
Rozsavolgyi,Principe,765,2011,77%,Hungary,2.75,Forastero,Principe
Rozsavolgyi,Carenero Superior,713,2011,73%,Hungary,3.5,Criollo,Venezuela
Rozsavolgyi,"Aragua, Trincheras",717,2011,70%,Hungary,3.5,Matina,Venezuela
Rozsavolgyi,Porcelana,717,2011,71%,Hungary,2.5,Blend,Venezuela
Rozsavolgyi,"Sambirano, Akesson Estate",871,2012,72%,Hungary,2.5,Trinitario,Madagascar
Rozsavolgyi,Sur del Lago,809,2012,84%,Hungary,2.5,Criollo (Amarru),Venezuela
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,76%,Hungary,2.25,Trinitario,Venezuela
Rozsavolgyi,Chuao,2004,2017,73%,Hungary,3.75,Blend,Venezuela
Ruket,"Red Mayan, Xoco",1964,2017,72%,Italy,2.5,Trinitario,Honduras
Ruket,"Pisa, lot 03HA",2036,2018,75%,Italy,3.0,Criollo,Haiti
Ruket,"Nugu, lot 02N",2036,2018,70%,Italy,3.5,"Forastero(Arriba, CCN)",Nicaragua
S.A.I.D.,Arawak,615,2010,72%,Italy,3.5,Forastero (Arriba) ASSS,Carribean
S.A.I.D.,Samana,615,2010,70%,Italy,3.0,Criollo (Ocumare 77),Dominican Republic
S.A.I.D.,Malgascio,607,2010,64%,Italy,3.5,Trinitario,Madagascar
S.A.I.D.,Latino,615,2010,72%,Italy,3.5,"Trinitario, Forastero",Tobago
S.A.I.D.,100 percent,615,2010,100%,Italy,1.5,Amazon,"Ven, Trinidad, Ecuador"
Sacred,Twilight,813,2012,69%,U.S.A.,3.25,"Trinitario, Criollo",Central and S. America
Sacred,Midnight,813,2012,83%,U.S.A.,2.75,Trinitario (Scavina),Central and S. America
Salgado,Bahia Superior,288,2008,70%,Argentina,3.5,Forastero,Brazil
Salgado,Esmeraldas,288,2008,70%,Argentina,3.5,Forastero (Nacional),Ecuador
Salgado,Rio Arriba,292,2008,70%,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador
Salgado,Carenero Superior,288,2008,70%,Argentina,3.5,Trinitario,Venezuela
San Jose,"H. San Jose, Los Rios, L300817",2004,2017,70%,Ecuador,3.25,"Amazon, ICS",Ecuador
Santander (Compania Nacional),Colombian Dark,32,2006,70%,Colombia,4.0,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian,32,2006,65%,Colombia,3.0,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian Semi Dark,32,2006,53%,Colombia,2.0,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian w/ nibs,414,2009,70%,Colombia,3.0,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian 2008,404,2009,75%,Colombia,2.75,Forastero (Nacional),Colombia
Santome,Sao Tome,761,2011,70%,France,2.75,Forastero,Sao Tome
Scharffen Berger,Kumasi Sambirano,40,2006,68%,U.S.A.,2.0,Blend,Ghana & Madagascar
Scharffen Berger,Jamaica a l'ancienne,56,2006,70%,U.S.A.,2.0,Trinitario,Jamaica
Scharffen Berger,Bittersweet,15,2006,70%,U.S.A.,3.5,Blend,Gabon
Scharffen Berger,Semisweet,56,2006,62%,U.S.A.,3.0,Blend,Peru
Scharffen Berger,Extra Dark,15,2006,82%,U.S.A.,2.0,Criollo (Amarru),Brazil
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,75%,U.S.A.,3.0,Blend,Carribean
Scharffen Berger,Las Islas,117,2007,72%,U.S.A.,3.0,Blend,Carribean(DR/Jam/Tri)
Scharffen Berger,Cuyagua,135,2007,75%,U.S.A.,3.75,Amazon mix,Venezuela
Scharffen Berger,Nibby,135,2007,62%,U.S.A.,3.0,Trinitario (85% Criollo),"Trinidad, Tobago"
Scharffen Berger,Finisterra,227,2008,72%,U.S.A.,3.0,Blend,"Ven., Trinidad, Mad."
Scharffen Berger,Tome Acu,336,2009,68%,U.S.A.,3.75,Criollo (Ocumare 77),Brazil
Scharffen Berger,Asante,336,2009,65%,U.S.A.,4.0,Forastero,Ghana
Scharffen Berger,Ben Tre,445,2009,72%,U.S.A.,3.75,Trinitario,Vietnam
Scharffen Berger,Camahogne,464,2010,68%,U.S.A.,3.5,Trinitario,Grenada
Scharffen Berger,Amina,464,2010,65%,U.S.A.,3.75,"Trinitario, Criollo",Madagascar
Scharffen Berger,Markham Valley,781,2011,68%,U.S.A.,3.75,Criollo (Porcelana),Papua New Guinea
Scharffen Berger,San Juan de Cheni,959,2012,78%,U.S.A.,4.0,"Criollo, Forastero",Peru
Seaforth,Dominican Republic,1658,2015,70%,U.K.,2.75,Criollo (Ocumare 61),Dominican Republic
Seaforth,Grenada,1658,2015,70%,U.K.,2.75,Forastero (Arriba) ASS,Grenada
Shark Mountain,"Belize, 2013",1335,2014,72%,U.S.A.,3.25,"Criollo, Trinitario",Belize
Shark Mountain,Ecuador,1335,2014,75%,U.S.A.,3.0,Trinitario,Ecuador
Shark Mountain,ROIG,1466,2015,74%,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
Shark Mountain,Jamaica,1450,2015,72%,U.S.A.,3.25,Trinitario,Jamaica
Shark Mountain,Papua New Guinea,1450,2015,73%,U.S.A.,3.5,Forastero,Papua New Guinea
Shark Mountain,Cuyagua,1466,2015,77%,U.S.A.,2.75,Criollo,Venezuela
Shark's,"Hilo, w/ added cocoa butter",721,2011,73%,U.S.A.,2.5,Criollo (Wild),Hawaii
Shark's,Hilo,713,2011,73%,U.S.A.,2.0,Forastero (Nacional),Hawaii
Shattell,Porcelana,757,2011,75%,Peru,3.5,Criollo,Peru
Shattell,Tingo Maria,1884,2016,70%,Peru,3.25,Amazon,Peru
Sibu,Oscuro,1586,2015,70%,Costa Rica,3.5,"Trinitario, Criollo",Costa Rica
Sibu,Oro,1586,2015,82%,Costa Rica,3.25,Trinitario,Costa Rica
Sibu Sura,Peru,911,2012,70%,U.S.A.,2.5,CCN51,Peru
Silvio Bessone,Maya Belize,717,2011,67%,Italy,3.0,Criollo,Belize
Silvio Bessone,"Bahia, Scavina",729,2011,60%,Italy,3.25,Trinitario,Brazil
Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,68%,Italy,3.0,"Criollo, Trinitario",Colombia
Silvio Bessone,"Trintade, Sao Tome",725,2011,65%,Italy,3.25,Forastero,Sao Tome
Sirene,"Camino Verde P., Balao, Guayas",1343,2014,73%,Canada,3.75,Nacional,Ecuador
Sirene,"Somia Plantation, 2012",1339,2014,67%,Canada,3.75,Trinitario,Madagascar
Sirene,"Somia Plantation, 2012",1339,2014,73%,Canada,3.75,Trinitario,Madagascar
Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,100%,Canada,3.0,Criollo (Ocumare 61),Ecuador
Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,73%,Canada,3.25,"Trinitario, Nacional",Guatemala
Sirene,Lachua w/ cane sugar,1614,2015,73%,Canada,3.0,Forastero (Nacional),Guatemala
Sirene,Pisa,1650,2015,73%,Canada,3.25,Criollo (Porcelana),Haiti
Sirene,"Somia Plantation, 2012",1502,2015,100%,Canada,3.0,Trinitario,Madagascar
Sirene,Wild Bolivia,1788,2016,73%,Canada,3.5,"Amazon, ICS",Bolivia
Sirene,"Esmeraldas, Salazar Farm",1860,2016,73%,Canada,3.75,Trinitario (Scavina),Ecuador
Sirene,Kokoa Kamili Coop,1856,2016,73%,Canada,3.5,Criollo (Ocumare 61),Tanzania
Sirene,Tingo Maria,1996,2017,73%,Canada,3.75,Matina,Peru
Sjolinds,Ghana,1454,2015,70%,U.S.A.,2.75,Forastero,Ghana
Sjolinds,Nicaragua,1462,2015,72%,U.S.A.,3.0,Criollo (Ocumare 77),Nicaragua
"Smooth Chocolator, The",Bolivia,1626,2015,72%,Australia,2.75,"Amazon, ICS",Bolivia
"Smooth Chocolator, The",Camino Verde,1622,2015,72%,Australia,4.0,"Forastero(Arriba, CCN)",Ecuador
"Smooth Chocolator, The",Akesson's Estate,1622,2015,70%,Australia,3.5,Trinitario,Madagascar
"Smooth Chocolator, The",Akesson's Estate,1618,2015,65%,Australia,3.25,Trinitario,Madagascar
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,65%,Australia,3.5,Trinitario (Scavina),Papua New Guinea
"Smooth Chocolator, The","Maranon, batch 2",1666,2015,67%,Australia,3.0,Forastero (Nacional),Peru
"Smooth Chocolator, The",Kokoa Kamili,1622,2015,67%,Australia,3.75,"Blend-Forastero,Criollo",Tanzania
"Smooth Chocolator, The",San Juan Estate,1622,2015,70%,Australia,3.75,Trinitario,Trinidad
"Smooth Chocolator, The","Chuao, batch 3",1666,2015,70%,Australia,3.75,Trinitario,Venezuela
"Smooth Chocolator, The",Australia,1864,2016,67%,Australia,3.75,Forastero (Catongo),Australia
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,70%,Australia,3.75,Forastero (Arriba),Belize
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,70%,Australia,4.0,Criollo,Ecuador
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,70%,Australia,3.25,Forastero (Nacional),Guatemala
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,70%,Australia,3.75,Criollo,Venezuela
"Smooth Chocolator, The",Tien Giang,1864,2016,70%,Australia,3.0,Trinitario,Vietnam
"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,70%,Australia,3.5,Nacional,Dominican Republic
"Smooth Chocolator, The","Pisa, batch HA102",1952,2017,70%,Australia,3.5,"Criollo, +",Haiti
Snake & Butterfly,Ecuador,502,2010,68%,U.S.A.,3.25,Criollo (Ocumare 61),Ecuador
Snake & Butterfly,Madagascar,502,2010,68%,U.S.A.,3.0,Trinitario,Madagascar
Snake & Butterfly,Ghana,693,2011,67%,U.S.A.,1.5,Forastero,Ghana
Soklet,India,1968,2017,70%,India,2.75,Trinitario (85% Criollo),India
Sol Cacao,Madagascar,1518,2015,72%,U.S.A.,3.0,Trinitario,Madagascar
Sol Cacao,"Ecuador, Batch 1",1812,2016,70%,U.S.A.,3.5,"Criollo, Trinitario",Ecuador
Solkiki,"Castillo, Hispaniola, unroasted",1840,2016,85%,U.K.,2.75,Criollo (Ocumare 67),Dominican Republic
Solkiki,"Maranon, Fortunato No. 4",1840,2016,68%,U.K.,2.75,Forastero (Nacional),Peru
Solomons Gold,Solomon Island,1792,2016,70%,New Zealand,3.25,Forastero (Amelonado),Solomon Islands
Solomons Gold,Solomon Island w/ nibs,1796,2016,75%,New Zealand,3.25,"Criollo, Trinitario",Solomon Islands
Solstice,Bolivia,1161,2013,70%,U.S.A.,3.25,Forastero (Arriba) ASS,Bolivia
Solstice,Sambirano,1157,2013,70%,U.S.A.,3.0,Trinitario,Madagascar
Solstice,San Martin,1161,2013,70%,U.S.A.,3.25,Criollo (Porcelana),Peru
Solstice,Amazonas,1157,2013,70%,U.S.A.,3.0,"Criollo, Trinitario",Venezuela
Solstice,Wasatch,1161,2013,70%,U.S.A.,3.5,Blend,"Africa, Carribean, C. Am."
Solstice,Bundibugyo,1335,2014,70%,U.S.A.,3.0,"Forastero, Trinitario",Uganda
Solstice,Kilombero,1992,2017,70%,U.S.A.,3.25,Criollo (Ocumare 77),Tanzania
Solstice,Anamalai,2068,2018,70%,U.S.A.,3.25,Nacional,India
Soma,Hispaniola,377,2009,70%,Canada,3.0,Forastero,Dominican Republic
Soma,Conacado,387,2009,70%,Canada,3.0,Trinitario,Dominican Republic
Soma,Africa,377,2009,70%,Canada,3.5,Forastero,Ghana
Soma,Madagascar,387,2009,70%,Canada,3.75,Criollo,Madagascar
Soma,Papua New Guinea,387,2009,70%,Canada,3.5,Trinitario,Papua New Guinea
Soma,Ocumare,387,2009,70%,Canada,3.75,Criollo,Venezuela
Soma,Black Science Blend 1,607,2010,70%,Canada,3.75,"Trinitario, Nacional","DR, Ecuador, Peru"
Soma,"Alto Beni, Wild Bolivian",676,2011,70%,Canada,3.5,Nacional,Bolivia
Soma,"Elvesia P., Black Science",682,2011,70%,Canada,3.75,Forastero,Dominican Republic
Soma,"Grenada, Black Science",676,2011,70%,Canada,2.75,Trinitario,Grenada
Soma,Peruvian,676,2011,64%,Canada,4.0,Beniano,Peru
Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,70%,Canada,4.0,Forastero (Amelonado),"Ven, Bolivia, D.R."
Soma,Chuao,688,2011,70%,Canada,3.5,Criollo,Venezuela
Soma,"Dual Origins, Sambirano, Elvesia",867,2012,70%,Canada,4.0,Blend,"Dom. Rep., Madagascar"
Soma,"Dancing in Your Head, 5 bean blend",867,2012,70%,Canada,4.0,Blend,"Gre., PNG, Haw., Haiti, Mad"
Soma,Cahabon Region,951,2012,70%,Canada,3.5,Trinitario,Guatemala
Soma,Noula Coop,817,2012,70%,Canada,3.25,Amazon,Haiti
Soma,O'ahu,833,2012,70%,Canada,3.75,Criollo (Ocumare 61),Hawaii
Soma,Eastern Promises,967,2012,70%,Canada,3.5,Blend,"Mad., Java, PNG"
Soma,Papua New Guinea,983,2012,85%,Canada,3.5,Trinitario,Papua New Guinea
Soma,Carenero Superior,951,2012,70%,Canada,3.75,Trinitario,Venezuela
Soma,"Rizek Cacao, Domin. Rep.",1019,2013,77%,Canada,3.75,Trinitario,Dominican Republic
Soma,Crazy 88,1077,2013,88%,Canada,4.0,Forastero (Parazinho),"Guat., D.R., Peru, Mad., PNG"
Soma,Java,1030,2013,70%,Canada,3.25,Criollo,Indonesia
Soma,"Bachelor's Hall E., St. Thomas Parish",1177,2013,70%,Canada,4.0,Trinitario,Jamaica
Soma,"Apurimac, El Quinacho Co-op",1073,2013,70%,Canada,2.75,Criollo,Peru
Soma,Equator,1081,2013,67%,Canada,4.0,Trinitario (85% Criollo),"Peru, Dom. Rep"
Soma,"Sangre Grande P., Trinidad",1073,2013,70%,Canada,3.75,Trinitario,Trinidad
Soma,"Maracaibo, El Vigia",1077,2013,70%,Canada,4.0,Criollo,Venezuela
Soma,Patanemo,1077,2013,70%,Canada,3.75,Criollo,Venezuela
Soma,Orinoco,1173,2013,70%,Canada,3.25,Forastero,Venezuela
Soma,Chef's Blend,1077,2013,70%,Canada,3.25,Criollo,Haiti
Soma,"Camino Verde P., Balao, Guayas",1307,2014,80%,Canada,3.5,Forastero (Nacional),Ecuador
Soma,Little Big Man,1339,2014,70%,Canada,3.25,Blend,Madagascar & Ecuador
Soma,"La Tronca, Matagalpa",1227,2014,70%,Canada,3.5,Nacional (Arriba),Nicaragua
